end_date,school_cycle,start_date,Holdback students (sum).,Incoming students (sum).,School groups (sum).,Schools (sum).,Teachers (sum).,Total students (sum).,oversight_type,grade_study,geography,schooling_type
2022-06-30,2021-2022,2021-08-01,,11787.0,779.0,234.0,798.0,11787.0,Private,Pre-school,Sinaloa,On-site education
2022-06-30,2021-2022,2021-08-01,,5635.0,335.0,77.0,246.0,5635.0,Private,Nursery school,Sinaloa,On-site education
2022-06-30,2021-2022,2021-08-01,,95836.0,4958.0,2049.0,5088.0,95836.0,Public,Pre-school,Sinaloa,On-site education
2022-06-30,2021-2022,2021-08-01,,3445.0,277.0,98.0,250.0,3445.0,Public,Nursery school,Sinaloa,On-site education
2022-06-30,2021-2022,2021-08-01,,11787.0,779.0,234.0,798.0,11787.0,Private,Pre-school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,,5635.0,335.0,77.0,246.0,5635.0,Private,Nursery school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,,95836.0,4958.0,2049.0,5088.0,95836.0,Public,Pre-school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,,3445.0,277.0,98.0,250.0,3445.0,Public,Nursery school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,16126.0,893.0,248.0,882.0,16126.0,Private,Pre-school,Sinaloa,On-site education
2023-06-30,2022-2023,2022-08-01,,6179.0,349.0,78.0,474.0,6179.0,Private,Nursery school,Sinaloa,On-site education
2023-06-30,2022-2023,2022-08-01,,94298.0,5062.0,2113.0,5149.0,94298.0,Public,Pre-school,Sinaloa,On-site education
2023-06-30,2022-2023,2022-08-01,,4092.0,284.0,104.0,357.0,4092.0,Public,Nursery school,Sinaloa,On-site education
2023-06-30,2022-2023,2022-08-01,,16126.0,893.0,248.0,882.0,16126.0,Private,Pre-school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,6179.0,349.0,78.0,474.0,6179.0,Private,Nursery school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,94298.0,5062.0,2113.0,5149.0,94298.0,Public,Pre-school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,4092.0,284.0,104.0,357.0,4092.0,Public,Nursery school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,,,32.0,7.0,44.0,476.0,Private,Technical school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,,,559.0,117.0,1726.0,17346.0,Private,High school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,,,48.0,4.0,220.0,180.0,Public,Technical school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,,,3667.0,452.0,10431.0,121385.0,Public,High school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,,36.0,6.0,52.0,601.0,Private,Technical school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,,566.0,118.0,1717.0,18070.0,Private,High school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,,54.0,4.0,391.0,222.0,Public,Technical school,Sinaloa,Mixed
2023-06-30,2022-2023,2022-08-01,,,3719.0,453.0,9753.0,129209.0,Public,High school,Sinaloa,Mixed
2022-06-30,2021-2022,2021-08-01,0.0,3343.0,0.0,5.0,51.0,3343.0,Private,High school,San Luis Potosí,Remote schooling
2022-06-30,2021-2022,2021-08-01,0.0,3836.0,0.0,7.0,101.0,3836.0,Public,High school,San Luis Potosí,Remote schooling
2022-06-30,2021-2022,2021-08-01,240.0,25961.0,1356.0,195.0,1303.0,26201.0,Private,Elementary school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,38.0,12963.0,605.0,130.0,1544.0,13001.0,Private,Middle school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,0.0,34.0,1.0,2.0,2.0,34.0,Private,Technical school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,76.0,32920.0,1325.0,325.0,3944.0,32996.0,Private,High school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,933.0,271934.0,13013.0,2952.0,13072.0,272867.0,Public,Elementary school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,856.0,129026.0,7296.0,1562.0,9731.0,129882.0,Public,Middle school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,1496.0,62745.0,1786.0,180.0,4379.0,64241.0,Public,High school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,240.0,25961.0,1356.0,195.0,1303.0,26201.0,Private,Elementary school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,38.0,12963.0,605.0,130.0,1544.0,13001.0,Private,Middle school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,933.0,271934.0,13013.0,2952.0,13072.0,272867.0,Public,Elementary school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,856.0,129026.0,7296.0,1562.0,9731.0,129882.0,Public,Middle school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,0.0,3386.0,0.0,5.0,49.0,3386.0,Private,High school,San Luis Potosí,Remote schooling
2023-06-30,2022-2023,2022-08-01,0.0,3014.0,0.0,7.0,23.0,3014.0,Public,High school,San Luis Potosí,Remote schooling
2023-06-30,2022-2023,2022-08-01,355.0,27783.0,1343.0,191.0,1328.0,28138.0,Private,Elementary school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,20.0,12944.0,603.0,130.0,1503.0,12964.0,Private,Middle school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,138.0,34352.0,1432.0,326.0,3794.0,34490.0,Private,High school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,1073.0,267800.0,13009.0,2932.0,13060.0,268873.0,Public,Elementary school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,354.0,128531.0,7340.0,1563.0,9774.0,128885.0,Public,Middle school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,1062.0,64607.0,1793.0,180.0,4296.0,65669.0,Public,High school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,355.0,27783.0,1343.0,191.0,1328.0,28138.0,Private,Elementary school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,20.0,12944.0,603.0,130.0,1503.0,12964.0,Private,Middle school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,1073.0,267800.0,13009.0,2932.0,13060.0,268873.0,Public,Elementary school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,354.0,128531.0,7340.0,1563.0,9774.0,128885.0,Public,Middle school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,,11298.0,806.0,299.0,802.0,11298.0,Private,Pre-school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,,2698.0,160.0,30.0,25.0,2698.0,Private,Nursery school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,,98829.0,5933.0,2723.0,5805.0,98829.0,Public,Pre-school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,,4472.0,368.0,263.0,296.0,4472.0,Public,Nursery school,San Luis Potosí,On-site education
2022-06-30,2021-2022,2021-08-01,,11298.0,806.0,299.0,802.0,11298.0,Private,Pre-school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,,2698.0,160.0,30.0,25.0,2698.0,Private,Nursery school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,,98829.0,5933.0,2723.0,5805.0,98829.0,Public,Pre-school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,,4472.0,368.0,263.0,296.0,4472.0,Public,Nursery school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,,13123.0,826.0,296.0,815.0,13123.0,Private,Pre-school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,,2990.0,163.0,30.0,49.0,2990.0,Private,Nursery school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,,99401.0,5915.0,2751.0,5747.0,99401.0,Public,Pre-school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,,5262.0,377.0,263.0,306.0,5262.0,Public,Nursery school,San Luis Potosí,On-site education
2023-06-30,2022-2023,2022-08-01,,13123.0,826.0,296.0,815.0,13123.0,Private,Pre-school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,,2990.0,163.0,30.0,49.0,2990.0,Private,Nursery school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,,99401.0,5915.0,2751.0,5747.0,99401.0,Public,Pre-school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,,5262.0,377.0,263.0,306.0,5262.0,Public,Nursery school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,,,1.0,2.0,2.0,34.0,Private,Technical school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,,,1325.0,330.0,3995.0,36339.0,Private,High school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,,,1786.0,187.0,4480.0,68077.0,Public,High school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,,,1432.0,331.0,3843.0,37876.0,Private,High school,San Luis Potosí,Mixed
2023-06-30,2022-2023,2022-08-01,,,1793.0,187.0,4319.0,68683.0,Public,High school,San Luis Potosí,Mixed
2022-06-30,2021-2022,2021-08-01,178.0,393.0,26.0,7.0,78.0,571.0,Private,High school,Quintana Roo,Remote schooling
2022-06-30,2021-2022,2021-08-01,0.0,1064.0,3.0,6.0,23.0,1064.0,Public,High school,Quintana Roo,Remote schooling
2022-06-30,2021-2022,2021-08-01,249.0,19429.0,1060.0,148.0,1060.0,19678.0,Private,Elementary school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,68.0,9374.0,576.0,109.0,1193.0,9442.0,Private,Middle school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,54.0,84.0,9.0,2.0,37.0,138.0,Private,Technical school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,884.0,7641.0,454.0,73.0,1150.0,8525.0,Private,High school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,571.0,172524.0,5710.0,761.0,5715.0,173095.0,Public,Elementary school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,394.0,83426.0,2685.0,379.0,5251.0,83820.0,Public,Middle school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,980.0,56337.0,1726.0,211.0,4937.0,57317.0,Public,High school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,249.0,19429.0,1060.0,148.0,1060.0,19678.0,Private,Elementary school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,68.0,9374.0,576.0,109.0,1193.0,9442.0,Private,Middle school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,571.0,172524.0,5710.0,761.0,5715.0,173095.0,Public,Elementary school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,394.0,83426.0,2685.0,379.0,5251.0,83820.0,Public,Middle school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,217.0,599.0,32.0,9.0,73.0,816.0,Private,High school,Quintana Roo,Remote schooling
2023-06-30,2022-2023,2022-08-01,0.0,417.0,5.0,6.0,20.0,417.0,Public,High school,Quintana Roo,Remote schooling
2023-06-30,2022-2023,2022-08-01,307.0,22876.0,1133.0,150.0,1133.0,23183.0,Private,Elementary school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,75.0,10470.0,503.0,109.0,1214.0,10545.0,Private,Middle school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,12.0,88.0,5.0,2.0,38.0,100.0,Private,Technical school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,1700.0,8637.0,449.0,74.0,1164.0,10337.0,Private,High school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,2264.0,168587.0,5720.0,768.0,5726.0,170851.0,Public,Elementary school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,577.0,82561.0,2741.0,390.0,5353.0,83138.0,Public,Middle school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,2067.0,59305.0,1798.0,214.0,5103.0,61372.0,Public,High school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,307.0,22876.0,1133.0,150.0,1133.0,23183.0,Private,Elementary school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,75.0,10470.0,503.0,109.0,1214.0,10545.0,Private,Middle school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,2264.0,168587.0,5720.0,768.0,5726.0,170851.0,Public,Elementary school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,577.0,82561.0,2741.0,390.0,5353.0,83138.0,Public,Middle school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,,6318.0,487.0,178.0,484.0,6318.0,Private,Pre-school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,,1510.0,104.0,22.0,28.0,1510.0,Private,Nursery school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,,42450.0,1992.0,621.0,1991.0,42450.0,Public,Pre-school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,,1268.0,98.0,49.0,79.0,1268.0,Public,Nursery school,Quintana Roo,On-site education
2022-06-30,2021-2022,2021-08-01,,6318.0,487.0,178.0,484.0,6318.0,Private,Pre-school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,,1510.0,104.0,22.0,28.0,1510.0,Private,Nursery school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,,42450.0,1992.0,621.0,1991.0,42450.0,Public,Pre-school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,,1268.0,98.0,49.0,79.0,1268.0,Public,Nursery school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,,8999.0,560.0,179.0,556.0,8999.0,Private,Pre-school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,,1500.0,119.0,23.0,54.0,1500.0,Private,Nursery school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,,45942.0,2025.0,629.0,2027.0,45942.0,Public,Pre-school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,,1483.0,119.0,53.0,90.0,1483.0,Public,Nursery school,Quintana Roo,On-site education
2023-06-30,2022-2023,2022-08-01,,8999.0,560.0,179.0,556.0,8999.0,Private,Pre-school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,,1500.0,119.0,23.0,54.0,1500.0,Private,Nursery school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,,45942.0,2025.0,629.0,2027.0,45942.0,Public,Pre-school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,,1483.0,119.0,53.0,90.0,1483.0,Public,Nursery school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,,,9.0,2.0,37.0,138.0,Private,Technical school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,,,480.0,80.0,1228.0,9096.0,Private,High school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,,,1729.0,217.0,4960.0,58381.0,Public,High school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,,,5.0,2.0,38.0,100.0,Private,Technical school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,,,481.0,83.0,1237.0,11153.0,Private,High school,Quintana Roo,Mixed
2023-06-30,2022-2023,2022-08-01,,,1803.0,220.0,5123.0,61789.0,Public,High school,Quintana Roo,Mixed
2022-06-30,2021-2022,2021-08-01,24.0,855.0,17.0,4.0,14.0,879.0,Public,High school,Querétaro,Remote schooling
2022-06-30,2021-2022,2021-08-01,197.0,38493.0,2083.0,240.0,2018.0,38690.0,Private,Elementary school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,233.0,17549.0,787.0,141.0,1818.0,17782.0,Private,Middle school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,2.0,47.0,6.0,2.0,27.0,49.0,Private,Technical school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,2369.0,19255.0,1386.0,144.0,2471.0,21624.0,Private,High school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,477.0,217345.0,6983.0,1307.0,7015.0,217822.0,Public,Elementary school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,313.0,105202.0,3071.0,442.0,4633.0,105515.0,Public,Middle school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,5927.0,56576.0,1726.0,167.0,4066.0,62503.0,Public,High school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,197.0,38493.0,2083.0,240.0,2018.0,38690.0,Private,Elementary school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,233.0,17549.0,787.0,141.0,1818.0,17782.0,Private,Middle school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,477.0,217345.0,6983.0,1307.0,7015.0,217822.0,Public,Elementary school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,313.0,105202.0,3071.0,442.0,4633.0,105515.0,Public,Middle school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,0.0,54.0,7.0,2.0,15.0,54.0,Private,High school,Querétaro,Remote schooling
2023-06-30,2022-2023,2022-08-01,0.0,953.0,13.0,6.0,19.0,953.0,Public,High school,Querétaro,Remote schooling
2023-06-30,2022-2023,2022-08-01,94.0,42069.0,2161.0,244.0,2161.0,42163.0,Private,Elementary school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,58.0,18599.0,808.0,143.0,1918.0,18657.0,Private,Middle school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,1.0,41.0,6.0,2.0,32.0,42.0,Private,Technical school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,2244.0,21678.0,1453.0,151.0,2799.0,23922.0,Private,High school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,324.0,211010.0,7039.0,1307.0,7072.0,211334.0,Public,Elementary school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,622.0,100846.0,3083.0,453.0,4736.0,101468.0,Public,Middle school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,859.0,65232.0,1788.0,169.0,4297.0,66091.0,Public,High school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,94.0,42069.0,2161.0,244.0,2161.0,42163.0,Private,Elementary school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,58.0,18599.0,808.0,143.0,1918.0,18657.0,Private,Middle school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,324.0,211010.0,7039.0,1307.0,7072.0,211334.0,Public,Elementary school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,622.0,100846.0,3083.0,453.0,4736.0,101468.0,Public,Middle school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,,14319.0,1252.0,391.0,1251.0,14319.0,Private,Pre-school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,,4144.0,295.0,104.0,182.0,4144.0,Private,Nursery school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,,64490.0,2773.0,1181.0,2823.0,64490.0,Public,Pre-school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,,417.0,47.0,13.0,38.0,417.0,Public,Nursery school,Querétaro,On-site education
2022-06-30,2021-2022,2021-08-01,,14319.0,1252.0,391.0,1251.0,14319.0,Private,Pre-school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,,4144.0,295.0,104.0,182.0,4144.0,Private,Nursery school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,,64490.0,2773.0,1181.0,2823.0,64490.0,Public,Pre-school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,,417.0,47.0,13.0,38.0,417.0,Public,Nursery school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,,17678.0,1340.0,395.0,1340.0,17678.0,Private,Pre-school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,,4923.0,315.0,118.0,182.0,4923.0,Private,Nursery school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,,63803.0,2786.0,1193.0,2855.0,63803.0,Public,Pre-school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,,459.0,49.0,13.0,36.0,459.0,Public,Nursery school,Querétaro,On-site education
2023-06-30,2022-2023,2022-08-01,,17678.0,1340.0,395.0,1340.0,17678.0,Private,Pre-school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,,4923.0,315.0,118.0,182.0,4923.0,Private,Nursery school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,,63803.0,2786.0,1193.0,2855.0,63803.0,Public,Pre-school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,,459.0,49.0,13.0,36.0,459.0,Public,Nursery school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,,,6.0,2.0,27.0,49.0,Private,Technical school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,,,1387.0,145.0,2480.0,21643.0,Private,High school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,,,1743.0,171.0,4080.0,63382.0,Public,High school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,,,6.0,2.0,32.0,42.0,Private,Technical school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,,,1460.0,153.0,2814.0,23976.0,Private,High school,Querétaro,Mixed
2023-06-30,2022-2023,2022-08-01,,,1801.0,175.0,4316.0,67044.0,Public,High school,Querétaro,Mixed
2022-06-30,2021-2022,2021-08-01,0.0,6598.0,46.0,11.0,69.0,6598.0,Public,High school,Puebla,Remote schooling
2022-06-30,2021-2022,2021-08-01,40.0,59259.0,3502.0,500.0,3502.0,59299.0,Private,Elementary school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,19.0,26737.0,1281.0,290.0,3035.0,26756.0,Private,Middle school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,72.0,4063.0,300.0,84.0,710.0,4135.0,Private,Technical school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,787.0,36150.0,1779.0,386.0,4757.0,36937.0,Private,High school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,465.0,689976.0,25345.0,4128.0,25436.0,690441.0,Public,Elementary school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,919.0,309360.0,12168.0,2177.0,16882.0,310279.0,Public,Middle school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,132.0,2448.0,136.0,18.0,185.0,2580.0,Public,Technical school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,2049.0,229847.0,7729.0,1332.0,11876.0,231896.0,Public,High school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,40.0,59259.0,3502.0,500.0,3502.0,59299.0,Private,Elementary school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,19.0,26737.0,1281.0,290.0,3035.0,26756.0,Private,Middle school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,465.0,689976.0,25345.0,4128.0,25436.0,690441.0,Public,Elementary school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,919.0,309360.0,12168.0,2177.0,16882.0,310279.0,Public,Middle school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,0.0,8403.0,11.0,11.0,60.0,8403.0,Public,High school,Puebla,Remote schooling
2023-06-30,2022-2023,2022-08-01,28.0,63183.0,3479.0,491.0,3479.0,63211.0,Private,Elementary school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,54.0,27194.0,1285.0,287.0,3083.0,27248.0,Private,Middle school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,79.0,4564.0,307.0,76.0,624.0,4643.0,Private,Technical school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,909.0,37471.0,1759.0,365.0,4563.0,38380.0,Private,High school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,489.0,688023.0,25515.0,4135.0,25646.0,688512.0,Public,Elementary school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,563.0,310055.0,12210.0,2187.0,17115.0,310618.0,Public,Middle school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,190.0,2320.0,151.0,20.0,301.0,2510.0,Public,Technical school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,3503.0,227247.0,7632.0,1332.0,11251.0,230750.0,Public,High school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,28.0,63183.0,3479.0,491.0,3479.0,63211.0,Private,Elementary school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,54.0,27194.0,1285.0,287.0,3083.0,27248.0,Private,Middle school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,489.0,688023.0,25515.0,4135.0,25646.0,688512.0,Public,Elementary school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,563.0,310055.0,12210.0,2187.0,17115.0,310618.0,Public,Middle school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,26211.0,2283.0,790.0,2281.0,26211.0,Private,Pre-school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,,2231.0,272.0,92.0,107.0,2231.0,Private,Nursery school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,,229817.0,10298.0,4066.0,10431.0,229817.0,Public,Pre-school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,,1689.0,155.0,64.0,117.0,1689.0,Public,Nursery school,Puebla,On-site education
2022-06-30,2021-2022,2021-08-01,,26211.0,2283.0,790.0,2281.0,26211.0,Private,Pre-school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,2231.0,272.0,92.0,107.0,2231.0,Private,Nursery school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,229817.0,10298.0,4066.0,10431.0,229817.0,Public,Pre-school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,1689.0,155.0,64.0,117.0,1689.0,Public,Nursery school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,,32806.0,2378.0,763.0,2376.0,32806.0,Private,Pre-school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,,3044.0,298.0,94.0,157.0,3044.0,Private,Nursery school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,,238783.0,10485.0,4103.0,10618.0,238783.0,Public,Pre-school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,,2134.0,168.0,65.0,139.0,2134.0,Public,Nursery school,Puebla,On-site education
2023-06-30,2022-2023,2022-08-01,,32806.0,2378.0,763.0,2376.0,32806.0,Private,Pre-school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,,3044.0,298.0,94.0,157.0,3044.0,Private,Nursery school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,,238783.0,10485.0,4103.0,10618.0,238783.0,Public,Pre-school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,,2134.0,168.0,65.0,139.0,2134.0,Public,Nursery school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,,300.0,84.0,710.0,4135.0,Private,Technical school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,,1784.0,387.0,4764.0,37012.0,Private,High school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,,136.0,18.0,185.0,2580.0,Public,Technical school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,,,7775.0,1343.0,11945.0,238494.0,Public,High school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,,,307.0,76.0,624.0,4643.0,Private,Technical school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,,,1762.0,366.0,4573.0,38445.0,Private,High school,Puebla,Mixed
